ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS,,,,
101,-46626181,-23532500,355030809000023,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Liceu de Artes e Ofícios,,Rua da Cantareira 1351,227-5611 r. 202,Bom Retiro,,3,2
102,-46603599,-23543378,355030808000039,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,"Oficina Cultural do Brás ""AMÂNCIO MAZZAROPI""",,Rua Visconde de Parnaíba 2437,292-7011,Brás,,3,2
103,-46565786,-23556068,355030885000113,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Raul Seixas,,Rua Inspetor Mário Teixeira 70,,Vila Formosa,,3,2
104,-46452237,-23537965,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Alfredo Volpi,,Rua Vitório Santim 206,,Itaquera,,3,2
105,-46635935,-23544087,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Sérgio Mota,,Edifício Central dos Correiros -Pr.,,Centro,,3,3
106,-46736692,-23646750,355030846000288,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,Centro Cultural Monte Azul,,Rua Tomás de Souza 552,5851-5370,Jardim Monte Azul,,3,4
107,-46695902,-23615331,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Espaço Cultural BankBoston,,Rua Dr. Chucri Zaidan 246,3081-1911,Vila Cordeiro,,3,4
108,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Cine Cultural,,Av. Rebouças 3507,3819-1666,Jardim Paulistano,,3,4
109,-46694890,-23569406,355030862000070,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,KVA - Centro Cultural Elenko,,Rua Cardeal  Arcoverde 2958,3816-8000,Pinheiros,,3,4
110,-46697939,-23563646,355030862000075,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Centro Cultural Brasileiro Britânico,,Rua Ferreira de Araújo 741,3039-0553,Pinheiros,,3,4
111,-46694273,-23560684,355030862000021,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Tomie Ohtake,,Av. Faria Lima 201,6844-1900,Pinheiros,,3,4
112,-46690684,-23553193,355030862000049,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Bambu Brasil,,"Rua Purpurina, 272",3031-2331,Sumarezinho,,3,4
113,-46682447,-23554505,355030862000055,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Goethe,,Rua Lisboa 974,280-4288,Pinheiros,,3,4
114,-46677167,-23551853,355030845000168,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro da Cultura Judaica,,"Rua Oscar Freire, 2500",3065-4333,Pinheiros,,3,4
115,-46683147,-23524961,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,SESC Fábrica Pompéia,,Rua Clélia S/N,,Perdizes,,3,4
116,-46656262,-23560562,355030807000098,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural do Banco Central,,Av. Paulista 1804 - Térreo,3491-6630,Bela Vista,,3,4
117,-46654321,-23562873,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural FIESP,,Av. Paulista 1.313,3146-7405,Jardim Paulista,,3,4
118,-46645629,-23570560,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Associação Palas Athena,,Rua Leôncio de Carvalho 99,288-7356/283-0867,Vila Mariana,,3,4
119,-46645571,-23569951,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,,Avenida Paulista 149,3268-1700/Fax: 3268,Cerqueira Cesar,,3,4
120,-46645422,-23569481,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Centro Cultural Santa  Catarina,,Av. Paulista  200,238-4190,Bela Vista,,3,4
121,-46646274,-23567832,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural dos Bancários Lélia Abramo,,Rua Carlos Sampaio 305,3051-4261,Bela Vista,,3,4
122,-46644460,-23570704,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Espaço Cultural Fundação Japão,,Av. Paulista 37 10 andar,3141-0110,Bela Vista,,3,4
123,-46638607,-23568785,355030849000104,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Espaço Cultural Santo Agostinho (Colégio),,Rua Apeninos 118,3209-4858,Liberdade,,3,4
124,-46658601,-23544301,355030826000114,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Moreira Salles,,Rua Piauí 844 - 10 andar,3825-2560,Higienópolis,,3,4
125,-46649799,-23545792,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Centro Cultural  SESC Vila Nova,,Rua Dr. Vila Nova S/N,,Consolação,,3,4
126,-46642324,-23556086,355030807000042,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Centro Cultural Jofre Soares,,Rua Major Diogo 547,3242-6446,Bela Vista,,3,4
127,-46640213,-23548219,355030866000022,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Copobiano,,Rua Álvaro de Carvalho 97,3151-2266,Centro,,3,4
128,-46633318,-23548667,355030878000005,3550308005001,80,SE,9,SE,Centro,Centro,Centro Cultural da Caixa,,Pça. Da Sé 111 - 3o andar,3107-0498,Centro,,3,4
129,-46634850,-23546316,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Centro Cultural do Banco do Brasil,,Rua Álvares Penteado 112,3113-3651,Centro,,3,4
